_id,name,salary,link,min_salary,max_salary,currency,source
5f84bd0a0f267e4e4693761e,"Full-stack разработчик (Python, JavaScript)","[""от "",""70 000"","" до "",""180 000"","" "",""руб."","" до вычета налогов""]",https://hh.ru/vacancy/38088239?query=python,70000,180000,руб.,hhru
5f84bd0a0f267e4e4693761f,Инженер по автоматизации тестирования / Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/37169502?query=python,none,none,none,hhru
5f84bd0a0f267e4e46937620,Python Backend Engineer,"[""з/п не указана""]",https://hh.ru/vacancy/39662009?query=python,none,none,none,hhru
5f84bd0a0f267e4e46937623,Программист Python,"[""от "",""100 000"","" до "",""150 000"","" "",""руб."","" до вычета налогов""]",https://hh.ru/vacancy/39597784?query=python,100000,150000,руб.,hhru
5f84bd0a0f267e4e46937624,Разработчик Python/Openstack,"[""з/п не указана""]",https://hh.ru/vacancy/39455588?query=python,none,none,none,hhru
5f84bd0a0f267e4e46937628,Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39305539?query=python,none,none,none,hhru
5f84bd0a0f267e4e4693762a,Python-разработчик в Марусю,"[""з/п не указана""]",https://hh.ru/vacancy/38514489?query=python,none,none,none,hhru
5f84bd0a0f267e4e4693762b,Python разработчик/Ведущий Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39385647?query=python,none,none,none,hhru
5f84bd0a0f267e4e4693762c,Senior Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/38249504?query=python,none,none,none,hhru
5f84bd0a0f267e4e4693762d,Разработчик Python 2.7 (3.Х),"[""з/п не указана""]",https://hh.ru/vacancy/39439491?query=python,none,none,none,hhru
5f84bd0a0f267e4e4693762f,Python разработчик (backend),"[""з/п не указана""]",https://hh.ru/vacancy/38109909?query=python,none,none,none,hhru
5f84bd0a0f267e4e46937631,Python-разработчик DE,"[""з/п не указана""]",https://hh.ru/vacancy/39584768?query=python,none,none,none,hhru
5f84bd0a0f267e4e46937632,Разработчик (Python),"[""от "",""120 000"","" до "",""170 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/38401769?query=python,120000,170000,руб.,hhru
5f84bd0a0f267e4e46937635,Python QA automation middle,"[""з/п не указана""]",https://hh.ru/vacancy/39715779?query=python,none,none,none,hhru
